stream_id,played_at,track_id,artist_id,artist_name,genre,platform,country,track_duration_ms,ms_played,skipped,date
S7091,2025-03-14 10:57:01,T3035,A1,Taylor Swift,Pop,Mobile,CA,123859,12221,1,2025-03-14
S7092,2026-01-05 12:11:20,T3749,A2,Billie Eilish,Pop,Mobile,GB,249368,232889,0,2026-01-05
S7093,2025-10-16 04:04:06,T7952,A7,SZA,R&B,Desktop,ES,141681,67565,0,2025-10-16
S7094,2025-03-28 01:03:42,T6994,A8,Post Malone,Pop,Desktop,US,135524,117597,0,2025-03-28
S7095,2025-06-20 19:53:40,T4286,A8,Post Malone,Pop,Desktop,US,173421,149921,0,2025-06-20
S7096,2025-09-09 12:35:58,T6860,A8,Post Malone,Pop,Mobile,US,159066,154355,0,2025-09-09
S7097,2025-12-08 18:21:28,T3864,A4,Drake,Hip-Hop,Desktop,US,174930,169465,0,2025-12-08
S7098,2025-02-23 23:59:08,T5935,A9,"Tyler, The Creator",Alternative,Desktop,US,241141,218557,0,2025-02-23
S7099,2025-05-08 17:25:11,T9893,A5,The Weeknd,R&B,Mobile,CA,144562,118885,0,2025-05-08
S7100,2025-12-25 03:47:00,T2363,A4,Drake,Hip-Hop,Mobile,GB,144288,17691,1,2025-12-25
S7101,2025-02-09 20:07:32,T9853,A7,SZA,R&B,TV,MX,130473,125108,0,2025-02-09
S7102,2025-04-25 07:51:50,T5318,A2,Billie Eilish,Pop,Mobile,US,187745,89257,0,2025-04-25
S7103,2026-01-20 05:03:13,T8406,A8,Post Malone,Pop,Mobile,US,246542,143700,0,2026-01-20
S7104,2025-09-17 10:54:28,T7190,A4,Drake,Hip-Hop,Desktop,US,237426,187964,0,2025-09-17
S7105,2025-05-18 01:13:08,T8880,A1,Taylor Swift,Pop,Mobile,CA,165182,37053,1,2025-05-18
S7106,2025-03-05 08:08:25,T8824,A1,Taylor Swift,Pop,Mobile,ES,171892,102505,0,2025-03-05
S7107,2025-02-17 18:48:46,T5183,A2,Billie Eilish,Pop,Mobile,US,241433,144673,0,2025-02-17
S7108,2025-05-11 18:41:16,T6238,A9,"Tyler, The Creator",Alternative,Mobile,BD,217725,49798,1,2025-05-11
S7109,2025-12-22 17:40:03,T1378,A10,Olivia Rodrigo,Pop,Mobile,US,198936,131517,0,2025-12-22
S7110,2025-07-10 19:59:45,T9984,A3,Bad Bunny,Latin,Mobile,US,211282,175278,0,2025-07-10
S7111,2025-10-27 21:02:28,T3107,A3,Bad Bunny,Latin,Mobile,US,152374,88610,0,2025-10-27
S7112,2026-01-03 10:24:20,T7992,A2,Billie Eilish,Pop,Mobile,BD,204663,110378,0,2026-01-03
S7113,2025-07-08 03:11:53,T5730,A8,Post Malone,Pop,Mobile,GB,125896,119265,0,2025-07-08
S7114,2025-04-21 11:00:00,T1926,A2,Billie Eilish,Pop,Mobile,MX,216536,103900,0,2025-04-21
S7115,2025-08-13 23:44:45,T9389,A9,"Tyler, The Creator",Alternative,Mobile,MX,150261,90534,0,2025-08-13
S7116,2025-12-30 18:47:06,T5444,A6,Kendrick Lamar,Rap,Mobile,US,203055,58509,1,2025-12-30
S7117,2025-11-28 19:09:14,T3298,A9,"Tyler, The Creator",Alternative,Mobile,US,203630,173444,0,2025-11-28
S7118,2025-03-04 20:39:10,T1181,A5,The Weeknd,R&B,Mobile,US,237032,180480,0,2025-03-04
S7119,2025-10-17 11:55:45,T7517,A7,SZA,R&B,Mobile,US,206706,154411,0,2025-10-17
S7120,2025-09-01 18:44:22,T7293,A6,Kendrick Lamar,Rap,Mobile,CA,247537,56278,1,2025-09-01
S7121,2025-12-30 13:12:26,T4672,A8,Post Malone,Pop,TV,ES,176436,150455,0,2025-12-30
S7122,2025-03-26 09:40:16,T1362,A8,Post Malone,Pop,Desktop,US,173126,143009,0,2025-03-26
S7123,2025-08-19 19:49:50,T2126,A6,Kendrick Lamar,Rap,Desktop,MX,143578,20143,1,2025-08-19
S7124,2025-12-21 23:12:11,T8634,A6,Kendrick Lamar,Rap,Mobile,BD,237046,141664,0,2025-12-21
S7125,2025-07-08 19:28:20,T9547,A9,"Tyler, The Creator",Alternative,Mobile,US,177022,73875,0,2025-07-08
S7126,2025-08-02 04:19:19,T4008,A9,"Tyler, The Creator",Alternative,Mobile,US,168802,139261,0,2025-08-02
S7127,2025-03-06 17:30:07,T7104,A6,Kendrick Lamar,Rap,Mobile,MX,193165,129179,0,2025-03-06
S7128,2025-05-24 09:23:10,T2105,A1,Taylor Swift,Pop,Mobile,US,208069,147181,0,2025-05-24
S7129,2025-06-09 20:38:32,T2864,A1,Taylor Swift,Pop,Mobile,ES,188594,151905,0,2025-06-09
S7130,2026-01-14 12:41:14,T9775,A9,"Tyler, The Creator",Alternative,Mobile,CA,169310,126140,0,2026-01-14
S7131,2025-05-25 23:03:00,T9724,A1,Taylor Swift,Pop,Desktop,GB,233971,182308,0,2025-05-25
S7132,2025-07-25 23:31:10,T2305,A2,Billie Eilish,Pop,Mobile,US,211791,196710,0,2025-07-25
S7133,2025-10-09 09:29:36,T5004,A2,Billie Eilish,Pop,Desktop,US,248194,226692,0,2025-10-09
S7134,2025-04-10 10:18:50,T2021,A6,Kendrick Lamar,Rap,Mobile,US,164510,101138,0,2025-04-10
S7135,2025-08-03 18:35:33,T5689,A5,The Weeknd,R&B,Mobile,BD,211837,155835,0,2025-08-03
S7136,2025-11-03 20:06:59,T3761,A3,Bad Bunny,Latin,Mobile,CA,247924,107365,0,2025-11-03
S7137,2025-12-18 05:44:19,T4424,A2,Billie Eilish,Pop,Mobile,US,235983,180750,0,2025-12-18
S7138,2025-09-22 07:52:11,T4350,A7,SZA,R&B,Mobile,CA,218232,179599,0,2025-09-22
S7139,2025-10-08 13:31:01,T9646,A10,Olivia Rodrigo,Pop,TV,US,179924,35749,1,2025-10-08
S7140,2025-03-27 19:21:40,T5007,A1,Taylor Swift,Pop,Mobile,US,238564,34631,1,2025-03-27
S7141,2026-01-14 18:47:39,T1217,A1,Taylor Swift,Pop,Desktop,CA,121823,89037,0,2026-01-14
S7142,2025-03-30 04:23:49,T8555,A6,Kendrick Lamar,Rap,Mobile,US,204248,194588,0,2025-03-30
S7143,2025-11-17 14:30:03,T2589,A8,Post Malone,Pop,Mobile,GB,135606,118855,0,2025-11-17
S7144,2025-05-19 08:23:42,T1119,A8,Post Malone,Pop,Desktop,GB,188430,144193,0,2025-05-19
S7145,2026-01-09 18:16:39,T9117,A7,SZA,R&B,Mobile,US,204615,177705,0,2026-01-09
S7146,2025-10-27 19:18:39,T5845,A9,"Tyler, The Creator",Alternative,Desktop,US,222400,180707,0,2025-10-27
S7147,2025-11-09 17:37:54,T2113,A2,Billie Eilish,Pop,Mobile,ES,245242,182816,0,2025-11-09
S7148,2025-05-01 21:33:46,T3316,A1,Taylor Swift,Pop,Mobile,US,125410,110528,0,2025-05-01
S7149,2025-07-19 22:32:05,T2197,A6,Kendrick Lamar,Rap,Mobile,US,159392,131191,0,2025-07-19
S7150,2025-09-18 23:59:50,T1381,A8,Post Malone,Pop,Mobile,US,213455,72479,1,2025-09-18
S7151,2025-11-15 19:35:12,T5634,A6,Kendrick Lamar,Rap,Mobile,BD,192333,170929,0,2025-11-15
S7152,2025-03-19 08:46:08,T4494,A10,Olivia Rodrigo,Pop,Mobile,GB,255956,168574,0,2025-03-19
S7153,2026-01-21 15:34:33,T8364,A8,Post Malone,Pop,Desktop,US,138745,123056,0,2026-01-21
S7154,2025-12-25 07:15:17,T6554,A7,SZA,R&B,Desktop,GB,220490,177194,0,2025-12-25
S7155,2025-05-21 10:17:37,T8854,A1,Taylor Swift,Pop,Mobile,GB,202417,48084,1,2025-05-21
S7156,2025-12-04 20:49:42,T4474,A1,Taylor Swift,Pop,Mobile,US,217606,141132,0,2025-12-04
S7157,2025-08-14 12:31:06,T4734,A8,Post Malone,Pop,Mobile,US,154936,128392,0,2025-08-14
S7158,2025-07-26 09:22:22,T6157,A2,Billie Eilish,Pop,TV,US,217671,163452,0,2025-07-26
S7159,2025-06-06 12:45:17,T8961,A1,Taylor Swift,Pop,Mobile,US,224912,185044,0,2025-06-06
S7160,2025-09-05 01:06:41,T7631,A9,"Tyler, The Creator",Alternative,Mobile,MX,127133,54631,1,2025-09-05
S7161,2025-10-31 15:39:23,T1340,A9,"Tyler, The Creator",Alternative,Mobile,GB,215408,161912,0,2025-10-31
S7162,2025-07-09 02:13:49,T2031,A2,Billie Eilish,Pop,Desktop,US,148832,85334,0,2025-07-09
S7163,2025-09-23 10:04:45,T8141,A8,Post Malone,Pop,TV,US,202583,136459,0,2025-09-23
S7164,2025-10-19 22:53:56,T2735,A1,Taylor Swift,Pop,Mobile,US,219270,134911,0,2025-10-19
S7165,2025-10-24 11:21:57,T8060,A3,Bad Bunny,Latin,Mobile,US,194277,85391,1,2025-10-24
S7166,2025-02-27 13:21:09,T3540,A6,Kendrick Lamar,Rap,Mobile,US,233998,36977,1,2025-02-27
S7167,2025-12-15 23:25:14,T5827,A7,SZA,R&B,Desktop,CA,190378,145243,0,2025-12-15
S7168,2025-07-25 03:37:40,T7362,A1,Taylor Swift,Pop,Mobile,US,137276,115046,0,2025-07-25
S7169,2025-05-18 10:41:54,T2209,A3,Bad Bunny,Latin,Mobile,MX,162208,139728,0,2025-05-18
S7170,2025-05-10 15:48:00,T8976,A2,Billie Eilish,Pop,TV,US,170342,141612,0,2025-05-10
S7171,2025-08-02 14:13:35,T2063,A10,Olivia Rodrigo,Pop,TV,ES,250569,165070,0,2025-08-02
S7172,2025-12-24 07:30:27,T7368,A6,Kendrick Lamar,Rap,Mobile,MX,149739,80005,0,2025-12-24
S7173,2025-06-28 00:33:34,T4529,A4,Drake,Hip-Hop,Mobile,CA,195559,147380,0,2025-06-28
S7174,2025-11-07 23:59:38,T7828,A1,Taylor Swift,Pop,Mobile,GB,244380,194364,0,2025-11-07
S7175,2025-03-16 17:22:45,T3829,A6,Kendrick Lamar,Rap,Desktop,ES,179500,154850,0,2025-03-16
S7176,2025-07-31 04:43:18,T8313,A6,Kendrick Lamar,Rap,Mobile,US,225147,88016,0,2025-07-31
S7177,2026-02-02 17:17:14,T6761,A8,Post Malone,Pop,TV,US,223493,92662,0,2026-02-02
S7178,2025-11-15 21:00:24,T4391,A3,Bad Bunny,Latin,Mobile,US,252839,149435,0,2025-11-15
S7179,2025-04-28 18:25:34,T7354,A10,Olivia Rodrigo,Pop,Mobile,US,144249,133718,0,2025-04-28
S7180,2025-08-08 19:56:14,T1057,A4,Drake,Hip-Hop,Mobile,BD,188716,160918,0,2025-08-08
S7181,2025-05-07 13:03:14,T4090,A3,Bad Bunny,Latin,Desktop,US,233248,211772,0,2025-05-07
S7182,2025-07-08 18:41:37,T2852,A3,Bad Bunny,Latin,Desktop,US,155079,51270,1,2025-07-08
S7183,2025-11-19 16:44:38,T2207,A5,The Weeknd,R&B,Mobile,ES,230881,110932,0,2025-11-19
S7184,2025-11-16 06:57:53,T3518,A10,Olivia Rodrigo,Pop,Mobile,US,194256,146553,0,2025-11-16
S7185,2025-05-05 10:00:21,T5671,A7,SZA,R&B,Mobile,ES,183581,162501,0,2025-05-05
S7186,2026-01-04 23:10:45,T1584,A5,The Weeknd,R&B,Mobile,GB,138769,32820,1,2026-01-04
S7187,2025-09-09 13:37:36,T5497,A2,Billie Eilish,Pop,Mobile,US,195316,169573,0,2025-09-09
S7188,2025-06-28 17:50:25,T3240,A2,Billie Eilish,Pop,Mobile,CA,181326,159940,0,2025-06-28
S7189,2025-08-08 21:50:26,T5503,A5,The Weeknd,R&B,Desktop,ES,218111,191720,0,2025-08-08
S7190,2025-09-14 06:57:12,T1323,A7,SZA,R&B,TV,US,203564,24738,1,2025-09-14
S7191,2025-08-28 14:06:07,T6068,A7,SZA,R&B,Mobile,GB,181075,145209,0,2025-08-28
S7192,2025-08-03 18:45:50,T9461,A2,Billie Eilish,Pop,Mobile,US,191194,171845,0,2025-08-03
S7193,2025-08-09 21:50:22,T7707,A1,Taylor Swift,Pop,Mobile,MX,174702,163202,0,2025-08-09
S7194,2025-04-15 19:25:43,T1473,A4,Drake,Hip-Hop,Mobile,US,171845,139784,0,2025-04-15
S7195,2025-12-01 19:54:26,T8290,A9,"Tyler, The Creator",Alternative,Mobile,US,143336,130510,0,2025-12-01
S7196,2025-08-22 10:08:45,T8684,A5,The Weeknd,R&B,Mobile,ES,203258,177176,0,2025-08-22
S7197,2025-03-29 16:37:46,T3884,A3,Bad Bunny,Latin,Mobile,BD,172446,157105,0,2025-03-29
S7198,2025-11-14 08:12:06,T9964,A3,Bad Bunny,Latin,Mobile,US,216077,162587,0,2025-11-14
S7199,2026-01-09 06:10:09,T6481,A1,Taylor Swift,Pop,Mobile,US,207228,157975,0,2026-01-09
S7200,2026-01-15 09:32:38,T5692,A4,Drake,Hip-Hop,Mobile,GB,131215,94206,0,2026-01-15
S7201,2025-06-24 21:49:54,T8602,A8,Post Malone,Pop,Mobile,US,147396,107558,0,2025-06-24
S7202,2025-03-31 07:02:40,T4325,A10,Olivia Rodrigo,Pop,Mobile,GB,239562,228592,0,2025-03-31
S7203,2025-08-14 13:28:36,T1380,A5,The Weeknd,R&B,Desktop,BD,222229,199567,0,2025-08-14
S7204,2025-03-22 16:54:55,T3361,A2,Billie Eilish,Pop,Mobile,BD,231067,174651,0,2025-03-22
S7205,2026-01-09 20:44:15,T5025,A7,SZA,R&B,Mobile,US,194406,95818,0,2026-01-09
S7206,2025-04-18 13:15:43,T8629,A7,SZA,R&B,Mobile,US,231429,155109,0,2025-04-18
S7207,2025-05-14 18:49:42,T9040,A1,Taylor Swift,Pop,Mobile,ES,247507,224211,0,2025-05-14
S7208,2025-07-07 18:48:06,T9042,A9,"Tyler, The Creator",Alternative,Mobile,GB,184899,168846,0,2025-07-07
S7209,2025-06-29 18:14:37,T8271,A8,Post Malone,Pop,Mobile,BD,217240,168386,0,2025-06-29
S7210,2025-11-25 01:05:17,T6935,A4,Drake,Hip-Hop,Desktop,GB,228619,221771,0,2025-11-25
S7211,2025-07-24 13:18:51,T7557,A5,The Weeknd,R&B,Mobile,MX,187848,51873,1,2025-07-24
S7212,2025-04-13 17:50:01,T3901,A7,SZA,R&B,Mobile,GB,166047,47673,1,2025-04-13
S7213,2025-05-20 06:02:45,T5567,A7,SZA,R&B,Mobile,CA,147908,124536,0,2025-05-20
S7214,2025-08-11 09:53:24,T5936,A1,Taylor Swift,Pop,Desktop,CA,144482,115736,0,2025-08-11
S7215,2025-04-04 19:35:53,T6080,A1,Taylor Swift,Pop,Mobile,US,172887,147073,0,2025-04-04
S7216,2025-09-16 19:48:27,T1442,A2,Billie Eilish,Pop,Mobile,US,236712,191022,0,2025-09-16
S7217,2025-08-30 14:37:27,T7799,A7,SZA,R&B,Mobile,US,132369,96123,0,2025-08-30
S7218,2025-10-25 19:31:50,T5106,A4,Drake,Hip-Hop,Desktop,US,121660,86128,0,2025-10-25
S7219,2026-01-11 11:40:35,T2968,A5,The Weeknd,R&B,Mobile,BD,146197,118578,0,2026-01-11
S7220,2025-12-31 22:38:35,T5616,A8,Post Malone,Pop,Mobile,US,241129,205548,0,2025-12-31
S7221,2026-01-14 20:42:53,T2595,A3,Bad Bunny,Latin,Desktop,US,137962,75036,0,2026-01-14
S7222,2025-05-11 18:22:01,T6679,A7,SZA,R&B,Mobile,US,185816,162989,0,2025-05-11
S7223,2025-03-29 19:09:05,T7846,A4,Drake,Hip-Hop,Mobile,US,149201,137719,0,2025-03-29
S7224,2025-06-02 09:07:14,T2056,A4,Drake,Hip-Hop,Desktop,US,220759,65569,1,2025-06-02
S7225,2025-12-26 19:44:28,T5464,A3,Bad Bunny,Latin,Mobile,US,169141,49247,1,2025-12-26
S7226,2026-01-25 15:27:21,T5610,A10,Olivia Rodrigo,Pop,Mobile,US,181662,173952,0,2026-01-25
S7227,2025-12-15 21:33:19,T4776,A8,Post Malone,Pop,Mobile,US,240681,34654,1,2025-12-15
S7228,2025-03-21 17:32:14,T8203,A1,Taylor Swift,Pop,Mobile,MX,249717,166397,0,2025-03-21
S7229,2026-01-15 11:06:23,T3169,A10,Olivia Rodrigo,Pop,Mobile,US,248919,144777,0,2026-01-15
S7230,2025-07-13 08:25:49,T5883,A8,Post Malone,Pop,Mobile,MX,233773,109962,1,2025-07-13
S7231,2025-02-09 21:09:14,T1023,A2,Billie Eilish,Pop,Desktop,MX,216159,168646,0,2025-02-09
S7232,2025-07-19 19:36:58,T8004,A1,Taylor Swift,Pop,Mobile,CA,248306,201159,0,2025-07-19
S7233,2025-02-24 23:23:10,T3421,A3,Bad Bunny,Latin,Mobile,MX,175913,48003,1,2025-02-24
S7234,2025-08-23 02:39:20,T7271,A6,Kendrick Lamar,Rap,Desktop,MX,198590,142201,0,2025-08-23
S7235,2025-06-14 17:39:37,T4873,A6,Kendrick Lamar,Rap,Desktop,US,152781,115763,0,2025-06-14
S7236,2025-07-30 07:14:14,T9068,A3,Bad Bunny,Latin,TV,MX,152016,71806,0,2025-07-30
S7237,2025-09-17 08:36:44,T9296,A4,Drake,Hip-Hop,Mobile,ES,249679,94231,0,2025-09-17
S7238,2025-12-18 19:13:42,T6802,A2,Billie Eilish,Pop,Mobile,US,217183,159941,0,2025-12-18
S7239,2025-10-05 19:51:20,T8819,A1,Taylor Swift,Pop,TV,MX,171406,142210,0,2025-10-05
S7240,2025-07-16 21:43:19,T2482,A5,The Weeknd,R&B,Mobile,CA,180010,126190,0,2025-07-16
S7241,2025-12-03 19:32:02,T7012,A3,Bad Bunny,Latin,Mobile,MX,201142,38906,1,2025-12-03
S7242,2025-12-29 21:39:22,T7951,A5,The Weeknd,R&B,TV,US,130974,113086,0,2025-12-29
S7243,2025-03-25 08:43:46,T8869,A10,Olivia Rodrigo,Pop,Desktop,US,133067,108256,0,2025-03-25
S7244,2025-08-18 23:22:26,T7800,A2,Billie Eilish,Pop,Mobile,BD,152480,111190,0,2025-08-18
S7245,2025-05-26 19:34:24,T6868,A1,Taylor Swift,Pop,Mobile,GB,121098,90798,0,2025-05-26
S7246,2025-02-25 12:31:21,T9866,A1,Taylor Swift,Pop,Mobile,MX,259188,248401,0,2025-02-25
S7247,2025-10-08 08:07:55,T4705,A4,Drake,Hip-Hop,Mobile,US,133354,125733,0,2025-10-08
S7248,2025-12-16 21:50:51,T4239,A7,SZA,R&B,Desktop,CA,139588,114453,0,2025-12-16
S7249,2025-04-10 18:37:17,T1073,A5,The Weeknd,R&B,TV,US,128622,98580,0,2025-04-10
S7250,2025-12-01 18:27:27,T1266,A5,The Weeknd,R&B,Mobile,US,186330,166631,0,2025-12-01
S7251,2025-12-14 01:10:11,T7073,A3,Bad Bunny,Latin,Mobile,MX,205886,186795,0,2025-12-14
S7252,2026-01-01 19:54:01,T9767,A3,Bad Bunny,Latin,Mobile,US,150775,111500,0,2026-01-01
S7253,2025-05-19 13:58:36,T9901,A4,Drake,Hip-Hop,TV,US,161167,137589,0,2025-05-19
S7254,2025-12-29 12:59:03,T4443,A6,Kendrick Lamar,Rap,Mobile,US,245031,112330,0,2025-12-29
S7255,2025-06-08 15:40:44,T8751,A2,Billie Eilish,Pop,Mobile,ES,209935,183389,0,2025-06-08
S7256,2025-08-25 22:44:46,T9063,A8,Post Malone,Pop,Desktop,CA,181909,42959,1,2025-08-25
S7257,2025-02-26 20:33:22,T8370,A5,The Weeknd,R&B,Mobile,GB,120579,95881,0,2025-02-26
S7258,2025-02-24 04:12:06,T7382,A3,Bad Bunny,Latin,Mobile,ES,181689,33783,1,2025-02-24
S7259,2025-10-27 21:31:22,T7427,A5,The Weeknd,R&B,Mobile,CA,191705,147805,0,2025-10-27
S7260,2025-07-20 13:48:07,T5009,A10,Olivia Rodrigo,Pop,Mobile,US,184101,164798,0,2025-07-20
S7261,2025-05-15 23:49:46,T7387,A1,Taylor Swift,Pop,Mobile,US,206014,68498,1,2025-05-15
S7262,2025-04-21 01:46:36,T4217,A2,Billie Eilish,Pop,Mobile,GB,162480,132370,0,2025-04-21
S7263,2025-10-08 20:33:47,T8163,A4,Drake,Hip-Hop,TV,MX,233799,181271,0,2025-10-08
S7264,2025-02-06 06:28:36,T6613,A6,Kendrick Lamar,Rap,Mobile,BD,135183,111729,0,2025-02-06
S7265,2025-11-29 09:22:37,T4234,A2,Billie Eilish,Pop,Mobile,US,134879,21270,1,2025-11-29
S7266,2025-03-09 21:28:43,T8773,A10,Olivia Rodrigo,Pop,Mobile,US,218399,52274,1,2025-03-09
S7267,2025-04-21 13:04:51,T9568,A6,Kendrick Lamar,Rap,TV,MX,254582,125655,0,2025-04-21
S7268,2025-06-30 19:39:10,T4774,A9,"Tyler, The Creator",Alternative,Mobile,MX,191343,40939,1,2025-06-30
S7269,2025-08-03 03:13:55,T4793,A3,Bad Bunny,Latin,Mobile,US,153382,68183,1,2025-08-03
S7270,2025-06-20 05:48:41,T1879,A8,Post Malone,Pop,Mobile,GB,192740,91590,0,2025-06-20
S7271,2025-06-08 16:01:34,T2690,A4,Drake,Hip-Hop,Desktop,CA,258449,22505,1,2025-06-08
S7272,2026-01-22 06:44:48,T7643,A2,Billie Eilish,Pop,Desktop,US,258095,209992,0,2026-01-22
S7273,2025-09-28 00:58:34,T8395,A9,"Tyler, The Creator",Alternative,Mobile,US,259006,102530,1,2025-09-28
S7274,2025-02-15 18:41:27,T7676,A1,Taylor Swift,Pop,Desktop,GB,247106,136341,0,2025-02-15
S7275,2025-07-15 17:07:31,T7662,A10,Olivia Rodrigo,Pop,Desktop,ES,193540,145650,0,2025-07-15
S7276,2025-12-20 18:03:44,T5307,A4,Drake,Hip-Hop,Desktop,CA,163105,130611,0,2025-12-20
S7277,2025-06-01 23:06:38,T1016,A10,Olivia Rodrigo,Pop,Mobile,ES,141946,133529,0,2025-06-01
S7278,2025-03-15 19:47:26,T9706,A5,The Weeknd,R&B,Desktop,US,125634,74031,0,2025-03-15
S7279,2025-11-11 09:36:59,T1665,A7,SZA,R&B,TV,MX,146242,122745,0,2025-11-11
S7280,2025-09-14 16:16:09,T5369,A1,Taylor Swift,Pop,Mobile,ES,207259,182817,0,2025-09-14
S7281,2025-08-31 23:03:22,T8876,A5,The Weeknd,R&B,Mobile,US,168489,147426,0,2025-08-31
S7282,2025-02-28 03:13:04,T1486,A7,SZA,R&B,Mobile,US,241786,179692,0,2025-02-28
S7283,2025-04-02 04:01:45,T1147,A8,Post Malone,Pop,Mobile,US,127048,104706,0,2025-04-02
S7284,2025-09-20 20:23:17,T4995,A2,Billie Eilish,Pop,TV,US,212828,130585,0,2025-09-20
S7285,2025-04-27 18:26:23,T5401,A4,Drake,Hip-Hop,Desktop,CA,227017,175106,0,2025-04-27
S7286,2025-08-09 17:28:10,T6528,A4,Drake,Hip-Hop,Mobile,US,186458,50378,1,2025-08-09
S7287,2025-08-23 12:47:17,T3336,A1,Taylor Swift,Pop,Mobile,MX,148606,117121,0,2025-08-23
S7288,2025-05-26 10:58:47,T5247,A4,Drake,Hip-Hop,Mobile,CA,238892,209931,0,2025-05-26
S7289,2026-01-15 20:52:03,T1167,A8,Post Malone,Pop,Mobile,US,174077,169705,0,2026-01-15
S7290,2025-12-10 19:32:13,T2795,A3,Bad Bunny,Latin,TV,US,149329,29949,1,2025-12-10
S7291,2025-10-28 18:43:55,T9556,A4,Drake,Hip-Hop,Desktop,US,196848,136646,0,2025-10-28
S7292,2025-03-09 13:41:31,T6842,A10,Olivia Rodrigo,Pop,Desktop,US,206681,105337,0,2025-03-09
S7293,2025-03-20 03:59:50,T1982,A1,Taylor Swift,Pop,Mobile,CA,214980,202653,0,2025-03-20
S7294,2025-08-05 20:03:19,T9111,A6,Kendrick Lamar,Rap,Desktop,US,210440,117779,0,2025-08-05
S7295,2025-04-09 20:20:02,T9453,A7,SZA,R&B,Mobile,MX,192235,87863,1,2025-04-09
S7296,2026-01-28 02:24:03,T5068,A7,SZA,R&B,TV,ES,158123,26850,1,2026-01-28
S7297,2025-04-08 22:57:46,T9078,A7,SZA,R&B,Mobile,US,132183,48827,1,2025-04-08
S7298,2025-08-03 23:10:15,T9528,A7,SZA,R&B,Mobile,MX,121464,25485,1,2025-08-03
S7299,2025-06-23 07:58:35,T3702,A1,Taylor Swift,Pop,TV,MX,246072,154522,0,2025-06-23
S7300,2025-09-27 07:05:30,T5890,A5,The Weeknd,R&B,Mobile,US,220338,60759,1,2025-09-27
S7301,2025-03-28 20:39:12,T6959,A8,Post Malone,Pop,Mobile,US,189126,163789,0,2025-03-28
S7302,2025-07-15 18:22:51,T3270,A1,Taylor Swift,Pop,Desktop,CA,184531,148618,0,2025-07-15
S7303,2025-05-22 23:03:36,T7271,A1,Taylor Swift,Pop,Mobile,BD,121426,79977,0,2025-05-22
S7304,2025-12-24 14:41:36,T3470,A8,Post Malone,Pop,Desktop,US,129232,48475,1,2025-12-24
S7305,2025-02-22 19:43:32,T5777,A7,SZA,R&B,Mobile,ES,201958,33471,1,2025-02-22
S7306,2026-01-01 14:55:41,T1367,A4,Drake,Hip-Hop,Mobile,BD,147288,125207,0,2026-01-01
S7307,2025-12-07 21:28:36,T3860,A10,Olivia Rodrigo,Pop,Mobile,MX,204834,39438,1,2025-12-07
S7308,2025-05-31 18:18:50,T1953,A7,SZA,R&B,Desktop,CA,206977,76497,0,2025-05-31
S7309,2025-11-22 23:19:31,T6046,A10,Olivia Rodrigo,Pop,Desktop,US,256422,225436,0,2025-11-22
S7310,2025-02-18 21:43:54,T1118,A9,"Tyler, The Creator",Alternative,Mobile,US,139137,110372,0,2025-02-18
S7311,2026-01-23 11:15:04,T5066,A5,The Weeknd,R&B,Mobile,US,256441,183553,0,2026-01-23
S7312,2025-08-17 07:48:45,T3148,A7,SZA,R&B,Mobile,US,255945,236711,0,2025-08-17
S7313,2025-06-02 18:11:44,T1156,A6,Kendrick Lamar,Rap,Desktop,US,212161,195280,0,2025-06-02
S7314,2025-06-22 19:20:13,T6723,A8,Post Malone,Pop,Desktop,US,238234,108714,0,2025-06-22
S7315,2025-03-05 00:36:21,T1280,A8,Post Malone,Pop,Mobile,US,257217,154457,0,2025-03-05
S7316,2026-02-01 18:29:22,T5495,A2,Billie Eilish,Pop,Mobile,US,205161,197805,0,2026-02-01
S7317,2025-02-22 07:04:28,T7685,A2,Billie Eilish,Pop,Mobile,US,145552,85545,0,2025-02-22
S7318,2025-10-03 02:58:29,T4455,A3,Bad Bunny,Latin,Mobile,US,204843,148041,0,2025-10-03
S7319,2025-07-19 20:17:45,T5396,A8,Post Malone,Pop,Mobile,CA,228592,193569,0,2025-07-19
S7320,2026-01-15 23:49:51,T7308,A8,Post Malone,Pop,Mobile,US,176291,170745,0,2026-01-15
S7321,2025-05-12 04:00:38,T3190,A5,The Weeknd,R&B,Mobile,US,201825,148514,0,2025-05-12
S7322,2025-08-19 02:16:02,T6336,A5,The Weeknd,R&B,Mobile,US,219612,103824,0,2025-08-19
S7323,2025-08-02 08:41:06,T6634,A8,Post Malone,Pop,Mobile,US,259643,222395,0,2025-08-02
S7324,2025-10-21 08:26:27,T3101,A3,Bad Bunny,Latin,Mobile,US,182230,113398,0,2025-10-21
S7325,2025-03-05 18:43:53,T5638,A1,Taylor Swift,Pop,Mobile,BD,227718,65688,1,2025-03-05
S7326,2025-04-22 10:30:14,T6552,A5,The Weeknd,R&B,Desktop,CA,177408,125627,0,2025-04-22
S7327,2025-04-30 07:54:52,T9346,A9,"Tyler, The Creator",Alternative,Mobile,US,146891,97754,0,2025-04-30
S7328,2025-11-03 18:47:07,T1721,A8,Post Malone,Pop,Desktop,BD,179478,132222,0,2025-11-03
S7329,2025-04-20 16:05:27,T2967,A3,Bad Bunny,Latin,Mobile,US,158488,125145,0,2025-04-20
